sentence_idx,word,tag
26,точка,O
26,са,O
26,проектите,O
26,за,O
26,решение,O
26,на,O
26,колегите,O
26,от,O
26,„,B-ORG
26,Има,I-ORG
26,такъв,I-ORG
26,народ,I-ORG
26,“,I-ORG
26,.,O
27,Ние,O
27,сме,O
27,направили,O
27,също,O
27,предложения,O
27,за,O
27,промени,O
27,на,O
27,комисиите,O
27,",",O
27,което,O
27,ще,O
27,бъде,O
27,разглеждано,O
27,като,O
27,точка,O
27,трета,O
27,за,O
27,днес,O
27,.,O
28,Моето,O
28,процедурно,O
28,предложение,O
28,е,O
28,",",O
28,тъй,O
28,като,O
28,тези,O
28,предложения,O
28,засягат,O
28,така,O
28,или,O
28,иначе,O
28,",",O
28,по,O
28,един,O
28,или,O
28,друг,O
28,начин,O
28,",",O
28,състава,O
28,на,O
28,конкретни,O
28,постоянни,O
28,комисии,O
28,",",O
28,аз,O
28,предлагам,O
28,",",O
28,уважаеми,O
28,народни,O
28,представители,O
28,",",O
28,да,O
28,съберем,O
28,двете,O
28,точки,O
28,в,O
28,едно,O
28,",",O
28,а,O
28,именно,O
28,и,O
28,двете,O
28,точки,O
28,да,O
28,бъдат,O
28,разгледани,O
28,като,O
28,точка,O
28,първа,O
28,от,O
28,дневния,O
28,ред,O
28,и,O
28,дискусиите,O
28,да,O
28,протекат,O
28,общо,O
28,по,O
28,тях,O
28,",",O
28,разбира,O
28,се,O
28,",",O
28,всяко,O
28,решение,O
28,да,O
28,си,O
28,бъде,O
28,гласувано,O
28,поотделно,O
28,.,O
29,Но,O
29,",",O
29,така,O
29,или,O
29,иначе,O
29,",",O
29,за,O
29,да,O
29,обезпечим,O
29,дневния,O
29,ред,O
29,за,O
29,днес,O
29,",",O
29,че,O
29,ще,O
29,бъде,O
29,изпълнен,O
29,",",O
29,поне,O
29,в,O
29,тази,O
29,му,O
29,част,O
29,",",O
29,предлагам,O
29,да,O
29,бъдат,O
29,слети,O
29,двете,O
29,точки,O
29,и,O
29,да,O
29,бъдат,O
29,разгледани,O
29,като,O
29,точка,O
29,първа,O
29,от,O
29,дневния,O
29,ред,O
29,.,O
30,Благодаря,O
30,Ви,O
30,.,O
31,Благодаря,O
31,",",O
31,господин,O
31,Каримански,B-PER
31,.,O
32,Заповядайте,O
32,",",O
32,господин,O
32,Петров,B-PER
32,за,O
32,процедура,O
32,.,O
33,Уважаеми,O
33,господин,O
33,Председател,O
33,",",O
33,уважаеми,O
33,госпожи,O
33,и,O
33,господа,O
33,народни,O
33,представители,O
33,!,O
34,На,O
34,днешното,O
34,заседание,O
34,на,O
34,Министерския,B-ORG
34,съвет,I-ORG
34,е,O
34,предвидена,O
34,точка,O
34,за,O
34,приемане,O
34,на,O
34,Национален,O
34,план,O
34,за,O
34,въвеждане,O
34,на,O
34,еврото,O
34,в,O
34,България,B-LOC
34,.,O
35,Преди,O
35,20,O
35,дни,O
35,тази,O
35,тема,O
35,бе,O
35,повдигната,O
35,и,O
35,всички,O
35,парламентарни,O
35,групи,O
35,бяха,O
35,много,O
35,загрижени,O
35,за,O
35,необходимостта,O
35,от,O
35,въвеждането,O
35,на,O
35,еврото,O
35,в,O
35,България,B-LOC
35,.,O
36,Странно,O
36,е,O
36,",",O
36,че,O
36,нито,O
36,Комисията,B-ORG
36,по,I-ORG
36,бюджет,I-ORG
36,и,I-ORG
36,финанси,I-ORG
36,",",O
36,нито,O
36,в,O
36,пленарната,O
36,зала,O
36,този,O
36,план,O
36,бе,O
36,представен,O
36,",",O
36,така,O
36,както,O
36,беше,O
36,представен,O
36,на,O
36,няколко,O
36,пъти,O
36,Националният,O
36,план,O
36,за,O
36,възстановяване,O
36,и,O
36,устойчивост,O
36,.,O
37,Да,O
37,разбираме,O
37,ли,O
37,",",O
37,че,O
37,народните,O
37,представители,O
37,",",O
37,така,O
37,както,O
37,са,O
37,разглеждали,O
37,Националния,O
37,план,O
37,за,O
37,възстановяване,O
37,и,O
37,устойчивост,O
37,",",O
37,не,O
37,искат,O
37,да,O
37,разглеждат,O
37,Националния,O
37,план,O
37,за,O
37,въвеждане,O
37,на,O
37,еврото,O
37,",",O
37,който,O
37,е,O
37,много,O
37,по-съществен,O
37,",",O
37,не,O
37,само,O
37,за,O
37,правителството,O
37,",",O
37,а,O
37,и,O
37,за,O
37,народните,O
37,представители,O
37,.,O
38,Изключително,O
38,странно,O
38,и,O
38,подозрително,O
38,е,O
38,мълчанието,O
38,и,O
38,на,O
38,групата,O
38,на,O
38,ВЪЗРАЖДАНЕ,B-ORG
38,(,O
38,смях,O
38,от,O
38,ВЪЗРАЖДАНЕ,B-ORG
38,),O
38,",",O
38,след,O
38,като,O
38,толкова,O
38,възторжено,O
38,защитаваха,O
38,от,O
38,тази,O
38,трибуна,O
38,тезите,O
38,си,O
38,за,O
38,еврозоната,B-ORG
38,.,O
39,Надявам,O
39,се,O
39,",",O
39,не,O
39,търсите,O
39,обяснението,O
39,или,O
39,че,O
39,трябва,O
39,да,O
39,търсим,O
39,по-скоро,O
39,обяснението,O
39,за,O
39,тяхното,O
39,безмълвие,O
39,в,O
39,едно,O
39,гласуване,O
39,преди,O
39,20,O
39,дни,O
39,.,O
40,Важно,O
40,е,O
40,да,O
40,се,O
40,отбележи,O
40,",",O
40,че,O
40,интегрирането,O
40,на,O
40,страната,O
40,ни,O
40,в,O
40,еврозоната,B-ORG
40,е,O
40,политически,O
40,и,O
40,икономически,O
40,проект,O
40,",",O
40,който,O
40,зависи,O
40,от,O
40,правителството,O
40,",",O
40,както,O
40,и,O
40,доколкото,O
40,е,O
40,необходима,O
40,законодателна,O
40,подкрепа,O
40,от,O
40,парламента,O
40,.,O
41,Но,O
41,това,O
41,съвсем,O
41,не,O
41,означава,O
41,",",O
41,че,O
41,парламентът,O
41,не,O
41,трябва,O
41,да,O
41,бъде,O
41,информиран,O
41,за,O
41,подробностите,O
41,и,O
41,процесите,O
41,по,O
41,така,O
41,предложения,O
41,Национален,O
41,план,O
41,за,O
41,въвеждане,O
41,на,O
41,еврото,O
41,.,O
42,Надявам,O
42,се,O
42,",",O
42,че,O
42,коалицията,O
42,и,O
42,нашите,O
42,коалиционни,O
42,партньори,O
42,не,O
42,са,O
42,забравили,O
42,и,O
42,няма,O
42,да,O
42,е,O
42,необходимо,O
42,да,O
42,им,O
42,напомням,O
42,",",O
42,че,O
42,за,O
42,всички,O
42,тях,O
42,един,O
42,от,O
42,приоритетите,O
42,им,O
42,е,O
42,приемането,O
42,на,O
42,еврото,O
42,след,O
42,„,O
42,мащабна,O
42,разяснителна,O
42,кампания,O
42,“,O
42,–,O
42,цитирам,O
42,",",O
42,така,O
42,както,O
42,е,O
42,записано,O
42,и,O
42,в,O
42,коалиционното,O
42,споразумение,O
42,.,O
43,И,O
43,още,O
43,нещо,O
43,",",O
43,в,O
43,същото,O
43,това,O
43,споразумение,O
43,за,O
43,коалиционно,O
43,управление,O
43,се,O
43,предвижда,O
43,да,O
43,се,O
43,изготви,O
43,анализ,O
43,на,O
43,ползите,O
43,и,O
43,негативите,O
43,от,O
43,въвеждането,O
43,на,O
43,еврото,O
43,.,O
44,Към,O
44,днешна,O
44,дата,O
44,",",O
44,доколкото,O
44,ни,O
44,е,O
44,известно,O
44,",",O
44,такъв,O
44,анализ,O
44,не,O
44,е,O
44,входиран,O
44,в,O
44,Народното,B-ORG
44,събрание,I-ORG
44,",",O
44,а,O
44,такъв,O
44,анализ,O
44,би,O
44,трябвало,O
44,да,O
44,е,O
44,наличен,O
44,",",O
44,тъй,O
44,като,O
44,процесът,O
44,на,O
44,подготовката,O
44,за,O
44,членството,O
44,на,O
44,Република,B-ORG
44,България,I-ORG
44,в,O
44,еврозоната,B-ORG
44,е,O
44,стартирал,O
44,отдавна,O
44,",",O
44,например,O
44,влизането,O
44,на,O
44,лева,O
44,в,O
44,механизма,O
44,на,O
44,обменните,O
44,курсове,O
44,II,O
44,и,O
44,присъединяването,O
44,към,O
44,банковия,O
44,съюз,O
44,чрез,O
44,тясно,O
44,сътрудничество,O
44,с,O
44,Европейската,B-ORG
44,централна,I-ORG
44,банка,I-ORG
44,по,O
44,линия,O
44,на,O
44,надзора,O
44,на,O
44,част,O
44,от,O
44,банковата,O
44,система,O
44,в,O
44,страната,O
44,.,O
45,Ето,O
45,защо,O
45,",",O
45,като,O
45,имаме,O
45,предвид,O
45,необходимостта,O
45,от,O
45,задълбочаване,O
45,на,O
45,дискусията,O
45,за,O
45,въвеждане,O
45,на,O
45,еврото,O
45,в,O
45,България,B-LOC
45,",",O
45,като,O
45,обсъдим,O
45,ползите,O
45,от,O
45,приемането,O
45,на,O
45,еврото,O
45,в,O
45,България,B-LOC
45,",",O
45,които,O
45,е,O
45,необходимо,O
45,да,O
45,надхвърлят,O
45,разходите,O
45,и,O
45,да,O
45,надхвърлят,O
45,предизвикателствата,O
45,",",O
45,като,O
45,се,O
45,убедим,O
45,",",O
45,че,O
45,приемането,O
45,на,O
45,еврото,O
45,елиминира,O
45,валутния,O
45,риск,O
45,за,O
45,гражданите,O
45,",",O
45,фирмите,O
45,и,O
45,правителството,O
45,",",O
45,и,O
45,курса,O
45,евро,O
45,–,O
45,лев,O
45,бъде,O
45,задължително,O
45,фиксиран,O
45,на,O
45,1.95583,O
45,",",O
45,като,O
45,отчетем,O
45,влиянието,O
45,на,O
45,вътрешната,O
45,и,O
45,външната,O
45,среда,O
45,",",O
45,както,O
45,и,O
45,възможността,O
45,ефектът,O
45,от,O
45,шока,O
45,върху,O
45,инфлацията,O
45,да,O
45,стане,O
45,постоянен,O
45,",",O
45,като,O
45,се,O
45,запознаем,O
45,с,O
45,евентуалната,O
45,възможност,O
45,от,O
45,разширяване,O
45,на,O
45,обхвата,O
45,на,O
45,критериите,O
45,за,O
45,членството,O
45,в,O
45,еврозоната,O
45,и,O
45,не,O
45,на,O
45,последно,O
45,място,O
45,",",O
45,като,O
45,вземем,O
45,под,O
45,внимание,O
45,необходимостта,O
45,да,O
45,има,O
45,гаранции,O
45,",",O
45,че,O
45,с,O
45,влизането,O
45,в,O
45,еврозоната,B-ORG
45,",",O
45,респективно,O
45,приемането,O
45,на,O
45,еврото,O
45,в,O
45,България,B-LOC
45,",",O
45,ще,O
45,увеличи,O
45,устойчивостта,O
45,на,O
45,стопанската,O
45,дейност,O
45,в,O
45,страната,O
45,в,O
45,случай,O
45,на,O
45,сериозни,O
45,икономически,O
45,сътресения,O
45,.,O
46,Ние,O
46,от,O
46,„,B-ORG
46,Има,I-ORG
46,такъв,I-ORG
46,народ,I-ORG
46,“,I-ORG
46,бихме,O
46,искали,O
46,да,O
46,обсъдим,O
46,в,O
46,Народното,B-ORG
46,събрание,I-ORG
46,",",O
46,заедно,O
46,с,O
46,всички,O
46,народни,O
46,представители,O
46,",",O
46,Националния,O
46,план,O
46,за,O
46,въвеждане,O
46,на,O
46,еврото,O
46,в,O
46,България,B-LOC
46,.,O
47,Ако,O
47,Вие,O
47,не,O
47,сте,O
47,загрижени,O
47,и,O
47,останалите,O
47,народни,O
47,представители,O
47,",",O
47,които,O
47,мълчите,O
47,",",O
47,ние,O
47,сме,O
47,загрижени,O
47,.,O
48,Благодаря,O
48,.,O
49,(,O
49,Ръкопляскания,O
49,от,O
49,ИТН,O
49,",",O
49,ГЕРБ-СДС,O
49,.,O
49,),O
50,Уважаеми,O
50,народни,O
50,представители,O
50,",",O
50,моля,O
50,за,O
50,регистрация,O
50,.,O
51,Има,O
51,кворум,O
51,.,O
52,Откривам,O
52,заседанието,O
52,.,O
53,(,O
53,Звъни,O
53,.,O
53,),O
53,Декларация,O
53,от,O
53,господин,O
53,Каримански,B-PER
53,и,O
53,процедура,O
53,след,O
53,това,O
53,от,O
53,Петър,B-PER
53,Петров,I-PER
53,.,O
54,Заповядайте,O
54,",",O
54,господин,O
54,Каримански,B-PER
54,",",O
54,за,O
54,декларация,O
54,.,O
55,Уважаеми,O
55,господин,O
55,Председател,O
55,",",O
55,уважаеми,O
55,колеги,O
55,народни,O
55,представители,O
55,!,O
56,Внасянето,O
56,на,O
56,тези,O
56,предложения,O
56,е,O
56,плод,O
56,на,O
56,усилия,O
56,от,O
56,страна,O
56,на,O
56,парламентарната,O
56,група,O
56,на,O
56,„,B-ORG
56,Има,I-ORG
56,такъв,I-ORG
56,народ,I-ORG
56,“,I-ORG
56,да,O
56,си,O
56,възстанови,O
56,това,O
56,",",O
56,с,O
56,което,O
56,е,O
56,била,O
56,ощетена,O
56,още,O
56,в,O
56,първоначалното,O
56,приемане,O
56,на,O
56,тези,O
56,решения,O
56,.,O
57,Ясно,O
57,искам,O
57,да,O
57,заявя,O
57,",",O
57,че,O
57,„,B-ORG
57,Има,I-ORG
57,такъв,I-ORG
57,народ,I-ORG
57,“,I-ORG
57,не,O
57,желае,O
57,членове,O
57,на,O
57,комисията,O
57,в,O
57,повече,O
57,от,O
57,това,O
57,",",O
57,което,O
57,ѝ,O
57,се,O
57,полага,O
57,съгласно,O
57,Правилника,O
57,за,O
57,организацията,O
57,и,O
57,дейността,O
57,на,O
57,Народното,B-ORG
57,събрание,I-ORG
57,",",O
57,а,O
57,именно,O
57,там,O
57,ясно,O
57,е,O
57,записано,O
57,",",O
57,че,O
57,съставът,O
57,на,O
57,комисиите,O
57,се,O
57,определя,O
57,спрямо,O
57,съотношението,O
57,на,O
57,парламентарните,O
57,групи,O
57,в,O
57,Народното,B-ORG
57,събрание,I-ORG
57,.,O
58,От,O
58,два,O
58,месеца,O
58,ние,O
58,призоваваме,O
58,и,O
58,умоляваме,O
58,дори,O
58,да,O
58,се,O
58,преразгледат,O
58,съставите,O
58,и,O
58,бройките,O
58,на,O
58,комисиите,O
58,",",O
58,защото,O
58,смятаме,O
58,",",O
58,че,O
58,дори,O
58,и,O
58,по-късно,O
58,да,O
58,сме,O
58,осъзнали,O
58,грешките,O
58,",",O
58,е,O
58,редно,O
58,те,O
58,да,O
58,бъдат,O
58,поправени,O
58,.,O
59,„,B-ORG
59,Има,I-ORG
59,такъв,I-ORG
59,народ,I-ORG
59,“,I-ORG
59,",",O
59,за,O
59,съжаление,O
59,",",O
59,е,O
59,ощетен,O
59,в,O
59,големите,O
59,комисии,O
59,с,O
59,двама,O
59,народни,O
59,представители,O
59,на,O
59,база,O
59,на,O
59,изчисленията,O
59,",",O
59,които,O
59,сме,O
59,направили,O
59,.,O
60,Ако,O
60,желаете,O
60,",",O
60,може,O
60,да,O
60,ги,O
60,предоставим,O
60,и,O
60,на,O
60,всички,O
60,народни,O
60,представители,O
60,.,O
61,„,B-ORG
61,Има,I-ORG
61,такъв,I-ORG
61,народ,I-ORG
61,“,I-ORG
61,е,O
61,ощетен,O
61,с,O
61,двама,O
61,народни,O
61,представители,O
61,",",O
61,тоест,O
61,от,O
61,четирите,O
61,големи,O
61,комисии,O
61,–,O
61,по,B-ORG
61,Конституционни,I-ORG
61,и,I-ORG
61,правни,I-ORG
61,въпроси,I-ORG
61,",",O
61,Бюджетна,B-ORG
61,комисия,I-ORG
61,",",O
61,Околна,O
61,среда,O
61,и,O
61,Труда,O
61,имаме,O
61,право,O
61,на,O
61,общо,O
61,10,O
61,народни,O
61,представители,O
61,.,O
62,В,O
62,момента,O
62,имаме,O
62,осем,O
62,–,O
62,в,O
62,четири,O
62,комисии,O
62,по,O
62,двама,O
62,народни,O
62,представители,O
62,.,O
63,По,O
63,същия,O
63,начин,O
63,би,O
63,трябвало,O
63,да,O
63,бъде,O
63,съотношението,O
63,",",O
63,така,O
63,излиза,O
63,от,O
63,сметките,O
63,и,O
63,на,O
63,„,B-ORG
63,БСП,I-ORG
63,за,I-ORG
63,България,I-ORG
63,“,I-ORG
63,.,O
64,Те,O
64,имат,O
64,обаче,O
64,12,O
64,народни,O
64,представители,O
64,",",O
64,трябва,O
64,да,O
64,имат,O
64,10,O
64,народни,O
64,представители,O
64,",",O
64,„,B-ORG
64,Демократична,I-ORG
64,България,I-ORG
64,“,I-ORG
64,трябва,O
64,да,O
64,имат,O
64,шест,O
64,",",O
64,имат,O
64,осем,O
64,",",O
64,и,O
64,ДПС,B-ORG
64,са,O
64,ощетени,O
64,",",O
64,казвам,O
64,го,O
64,съвсем,O
